region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type
chicago,9900,1979,chevrolet,corvette l82 coupe t-tops very clean,good,8,gas,73999,clean,automatic,rwd,coupe
chicago,39990,2016,mitsubishi,fuso fe180,good,4,diesel,33474,clean,automatic,rwd,truck
chicago,4500,2011,nissan,leaf,excellent,4,electric,54000,clean,automatic,fwd,sedan
chicago,29975,2017,ford,transit,good,6,gas,62354,clean,automatic,rwd,van
chicago,10455,2013,ford,escape,fair,4,gas,73019,clean,automatic,fwd,SUV
chicago,17600,2010,lexus,ls460,excellent,8,gas,120000,clean,automatic,4wd,sedan
chicago,7000,2011,toyota,corolla,good,4,gas,76000,clean,manual,fwd,SUV
chicago,9975,2013,ford,econoline,good,8,gas,143235,clean,automatic,rwd,van
chicago,10900,2009,bmw,750i,excellent,8,gas,110000,clean,manual,rwd,sedan
chicago,2000,2001,toyota,camry le,good,6,gas,168000,clean,automatic,fwd,sedan
chicago,2500,1993,buick,regal,excellent,6,gas,50700,clean,automatic,fwd,sedan
chicago,7800,2008,lexus,es350,excellent,6,gas,101000,clean,automatic,fwd,coupe
chicago,16597,2014,jeep,cherokee,fair,6,gas,55245,clean,automatic,4wd,SUV
chicago,15950,2012,ram,1500,excellent,8,gas,102708,clean,automatic,4wd,truck
chicago,2750,2004,chevrolet,impala,good,8,gas,185430,clean,automatic,rwd,sedan
chicago,4200,1991,jeep,wrangler,good,6,gas,156000,clean,manual,4wd,SUV
chicago,12499,2015,ford,focus,fair,4,gas,40592,clean,automatic,fwd,sedan
chicago,21997,2014,jeep,grand cherokee,fair,6,gas,42014,clean,automatic,4wd,SUV
chicago,12500,2013,dodge,durango,like new,6,gas,78341,clean,automatic,4wd,SUV
chicago,6000,2007,acura,mdx,excellent,6,gas,130400,clean,automatic,4wd,SUV
chicago,8900,2012,subaru,outback,good,4,gas,105500,clean,automatic,4wd,sedan
chicago,15000,2013,bmw,x3,excellent,6,gas,100000,clean,automatic,4wd,SUV
chicago,9500,2005,chevrolet,express 3500,good,8,gas,95000,clean,automatic,rwd,SUV
chicago,16500,2006,jeep,wrangler sport,like new,6,gas,89000,clean,automatic,4wd,truck
chicago,5500,2001,jeep,cherokee sport,like new,6,gas,111600,clean,automatic,4wd,SUV
chicago,25966,2018,bmw,x1,fair,4,gas,38924,clean,automatic,4wd,SUV
chicago,12599,2019,nissan,sentra,fair,4,gas,34195,clean,automatic,fwd,sedan
chicago,3200,2009,ford,fusion,good,6,gas,150000,clean,automatic,fwd,sedan
chicago,1600,1998,ford,van,fair,8,gas,164000,clean,automatic,rwd,van
chicago,6100,2007,acura,tsx,good,4,gas,147430,clean,automatic,fwd,sedan
chicago,7500,2006,porsche,cayenne,excellent,6,gas,125667,clean,automatic,4wd,SUV
chicago,21500,2013,bmw,335i,excellent,6,gas,45000,clean,automatic,rwd,coupe
chicago,4500,2013,nissan,altima,good,4,gas,136000,clean,automatic,fwd,sedan
chicago,2995,2005,toyota,sienna awd,good,6,gas,229865,clean,automatic,4wd,van
chicago,5995,2010,honda,odyssey lx van,good,4,gas,121700,clean,automatic,fwd,van
chicago,11963,2014,honda,accord,fair,4,gas,66080,clean,automatic,fwd,sedan
chicago,8900,2013,honda,civic,good,4,gas,81000,clean,automatic,fwd,sedan
chicago,8459,2006,mercedes-benz,e-class,fair,6,gas,71846,clean,automatic,rwd,sedan
chicago,27990,2015,audi,a8l quattro,excellent,6,gas,71000,clean,automatic,4wd,sedan
chicago,9700,2015,hyundai,accent,fair,4,gas,39138,clean,automatic,fwd,sedan
chicago,950,2004,pontiac,grand am se1,fair,6,gas,187000,clean,automatic,fwd,sedan
chicago,15950,2014,infiniti,q50,excellent,6,gas,88317,clean,automatic,4wd,sedan
chicago,39990,2006,chevrolet,c5c042,good,8,diesel,59850,clean,automatic,4wd,truck
chicago,2500,2009,ford,escape xlt,good,4,gas,179000,clean,automatic,fwd,SUV
chicago,2700,2006,subaru,forester 2.5x premium awd,excellent,4,gas,214789,clean,automatic,4wd,SUV
chicago,6800,2014,chevrolet,captiva ltz,good,4,gas,94050,clean,automatic,fwd,SUV
chicago,4400,1997,mercury,grand marquis,good,8,gas,53000,clean,automatic,rwd,sedan
